rubro,motivo,vulnerabilidad,mes_año_tratamiento,edad,genero,provincia_consumidor,provincia_id
Servicios públicos domiciliarios,Incumplimiento total de la prestación del servicio,Socio-económica,ene-21,29,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Incumplimiento total de la prestación del servicio,NNyA,ene-21,51,Femenino,Buenos Aires,6
Alimentos y bebidas,Falta de Entrega del bien,Adulto/a mayor,ene-21,34,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,ene-21,54,Femenino,Buenos Aires,6
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Salud,ene-21,28,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,ene-21,30,Masculino,Buenos Aires,6
Servicios turísticos,Prácticas Abusivas,NNyA,feb-21,37,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de construcción para el hogar y comercialización de inmuebles,Prácticas Abusivas,Socio-económica,feb-21,44,Masculino,Ciudad Autónoma de Buenos Aires,2
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Socio-económica,feb-21,63,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,93,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,NNyA,feb-21,30,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,33,Masculino,Buenos Aires,6
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Socio-económica,feb-21,69,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,feb-21,42,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,50,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,93,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Salud,feb-21,66,Masculino,Buenos Aires,6
Servicios de transporte aéreo,Falta de procesamiento de baja del servicio,Violencia de género,feb-21,42,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,59,Femenino,Chubut,26
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,93,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,60,Masculino,Buenos Aires,6
Servicios públicos domiciliarios,Clausulas Abusivas - Art. 37 Ley 24.240,Socio-económica,feb-21,34,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,24,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,feb-21,59,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Discapacidad,feb-21,53,Masculino,Buenos Aires,6
Servicios públicos domiciliarios,Incumplimiento total de la prestación del servicio,Socio-económica,feb-21,53,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,36,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,51,Femenino,Buenos Aires,6
Farmacia y productos para la salud,Garantía de Bienes. Art 11 Ley 24.240,Salud,feb-21,23,Femenino,Buenos Aires,6
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Discapacidad,feb-21,75,Femenino,Córdoba,14
Electrodomésticos y artefactos para el hogar,Producto no apto para su destino,Socio-económica,feb-21,26,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,90,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,64,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,41,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Salud,feb-21,28,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,64,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,81,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,ene-21,93,Femenino,Buenos Aires,6
Electrodomésticos y artefactos para el hogar,Entrega Defectuosa,Barrios populares,feb-21,46,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,84,Masculino,Buenos Aires,6
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Discapacidad,feb-21,61,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,73,Femenino,Buenos Aires,6
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Socio-económica,feb-21,54,Masculino,Santiago del Estero,86
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,41,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Prácticas Abusivas,Ex-combatiente,feb-21,76,Masculino,Buenos Aires,6
Servicios públicos domiciliarios,Clausulas Abusivas - Art. 37 Ley 24.240,Socio-económica,feb-21,52,Femenino,Río Negro,62
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,26,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,86,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,61,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,34,Femenino,Tucumán,90
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,65,Masculino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,81,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,40,Femenino,Buenos Aires,6
Servicios financieros y seguros,Prácticas Abusivas,LGTB+,feb-21,30,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,74,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,68,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios turísticos,Cumplimiento parcial o defectuoso de la prestación del servicio,NNyA,feb-21,39,Masculino,Buenos Aires,6
Servicios financieros y seguros,Falta de Información relevante. Art 4 de la Ley 24.240,Adulto/a mayor,feb-21,34,Femenino,Buenos Aires,6
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Adulto/a mayor,feb-21,66,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de construcción para el hogar y comercialización de inmuebles,Garantía de Servicios Art. 24 Ley 24.240,Adulto/a mayor,feb-21,60,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Salud,feb-21,82,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,feb-21,65,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Salud,feb-21,40,Femenino,Ciudad Autónoma de Buenos Aires,2
Alimentos y bebidas,Falta de Entrega del bien,Socio-económica,feb-21,69,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,42,Femenino,Buenos Aires,6
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Salud,feb-21,28,Femenino,Buenos Aires,6
Electrodomésticos y artefactos para el hogar,Clausulas Abusivas - Art. 37 Ley 24.240,Socio-económica,feb-21,29,Masculino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,60,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,62,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,35,Femenino,Buenos Aires,6
Electrodomésticos y artefactos para el hogar,Entrega Defectuosa,Adulto/a mayor,feb-21,68,Masculino,Córdoba,14
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Discapacidad,feb-21,40,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,52,Masculino,Buenos Aires,6
Servicios de construcción para el hogar y comercialización de inmuebles,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,39,Femenino,Entre Ríos,30
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,feb-21,67,Femenino,Jujuy,38
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,85,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,81,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,47,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,65,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,53,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,49,Masculino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,62,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,88,Masculino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,62,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,61,Masculino,Mendoza,50
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,Adulto/a mayor,feb-21,57,Femenino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,72,Femenino,Buenos Aires,6
Farmacia y productos para la salud,No observancia del derecho de arrepentimiento. Art 34 de la ley 24.240,Adulto/a mayor,feb-21,44,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,82,Femenino,Buenos Aires,6
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Socio-económica,feb-21,65,Femenino,Buenos Aires,6
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,feb-21,78,Femenino,Buenos Aires,6
Farmacia y productos para la salud,No observancia del derecho de arrepentimiento. Art 34 de la ley 24.240,Adulto/a mayor,feb-21,51,Masculino,Córdoba,14
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,47,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,feb-21,74,Femenino,Ciudad Autónoma de Buenos Aires,2
Equipos de telefonía,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Socio-económica,feb-21,54,Femenino,Santa Fe,82
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Adulto/a mayor,feb-21,69,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,86,Femenino,Buenos Aires,6
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,69,Masculino,Santa Fe,82
Alimentos y bebidas,Prácticas Abusivas,Socio-económica,feb-21,34,Femenino,Santiago del Estero,86
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,feb-21,38,Femenino,Ciudad Autónoma de Buenos Aires,2
Farmacia y productos para la salud,Problemas con la devolución del bien o el reembolso de sumas,Adulto/a mayor,feb-21,76,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Discapacidad,feb-21,57,Masculino,Santa Fe,82
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,NNyA,feb-21,39,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,57,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,feb-21,74,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios turísticos,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,23,Masculino,Buenos Aires,6
Servicio de administración de pagos,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,feb-21,76,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,feb-21,38,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte terrestre de pasajeros y cargas,Cumplimiento parcial o defectuoso de la prestación del servicio,Turista,feb-21,36,Masculino,Buenos Aires,6
