Numero_OC,Proveedor,Partida_Presupuestal,Descripcion_de_la_Partida_ Presupuestal,Concepto,Cantidad_Ordenada,UM, Monto_Total_Sin_IVA ,Fundamentacion_legal
22B0017,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,RETEN 70 x 90 x 10,2,PZ,210.00,ADJUDICACION DIRECTA-ART 42
22B0017,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,RETEN 95 x 125 x 13,2,PZ,300.00,ADJUDICACION DIRECTA-ART 42
22B0017,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,RETEN 95 x 170 x 13/10,2,PZ,760.00,ADJUDICACION DIRECTA-ART 42
22B0017,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BALERO 6004 C3  2Z(20X42X12 MM) RODAMIENT,10,PZ,730.00,ADJUDICACION DIRECTA-ART 42
22B0017,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BALERO 6204 ZZ C3 WT(20X47X14 MM) RODAMIENTO,10,PZ,780.00,ADJUDICACION DIRECTA-ART 42
22B0017,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BALERO 305805-C-2Z,16,PZ,16672.00,ADJUDICACION DIRECTA-ART 42
22B0018,SERVICIOS INDUSTRIALES VIKANAT SA DE,25101,Productos quimicos basicos,AGUA PARA BATERIA,500,LT,21100.00,ADJUDICACION DIRECTA-ART 42
22B0020,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,SOLDADURA EUTECTIC CHAMFERTRO DE 5/32,4,CJ,6969.92,ADJUDICACION DIRECTA-ART 42
22B0020,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,DISCO DE CORTE PFERD EHT115-1.0 A 60 S SG,40,PZ,2700.00,ADJUDICACION DIRECTA-ART 42
22B0021,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,22301,Utensilios para el servicio de alimentacion,CAFETERA PARA 12 TAZAS,2,PZ,2580.00,ADJUDICACION DIRECTA-ART 42
22B0021,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,22301,Utensilios para el servicio de alimentacion,JARRA ELECTRICA,1,PZ,1288.00,ADJUDICACION DIRECTA-ART 42
22B0022,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,23801,Mercancias para su comercializacion en tiendas del sector p,BURBUJA SC-230 ( ROLLO DE 150 M2.),1,PZ,1489.00,ADJUDICACION DIRECTA-ART 42
22B0022,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,23801,Mercancias para su comercializacion en tiendas del sector p,FOAMY DE 4 MM. DE ESPESOR EN COLOR NEGRO,1,PZ,456.25,ADJUDICACION DIRECTA-ART 42
22B0023,PAPELERIA FOYO S DE RL DE CV .,21101,Materiales y utiles de oficina,FOAMY HOJA TAMANO CARTULINA,20,PZ,500.00,ADJUDICACION DIRECTA-ART 42
22B0024,PAPELERIA FOYO S DE RL DE CV .,21101,Materiales y utiles de oficina,BROCHE PARA ARCHIVO BACODE 8 CMS. (C/50 JGOS),40,CJ,2552.00,ADJUDICACION DIRECTA-ART 42
22B0025,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,PANUELOS KLEENEX COLD CARE,3,CJ,109.20,ADJUDICACION DIRECTA-ART 42
22B0026,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,AEROSOL DESINFECTANTE ANTIBACTERIAL 400 ML,80,PZ,11200.00,ADJUDICACION DIRECTA-ART 42
22B0026,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,AEROSOL DESINFECTANTE ANTIBACTERIAL 400 ML,80,PZ,11200.00,ADJUDICACION DIRECTA-ART 42
22B0027,"FERRESUIN, S.A. DE C.V.",24901,Otros materiales y articulos de construccion y reparacion,PINTURA ESMALTE ACRILICO BIOMETAL COLOR BLANCO,1,CB,6990.00,ADJUDICACION DIRECTA-ART 42
22B0028,COSETA S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,MEMBRANA PARA OSMOSISINVERSA ESPA2-LD-4040,4,PZ,30344.84,ADJUDICACION DIRECTA-ART 42
22B0029,DRM SERVICES AND PRODUCTS SA DE CV,21401,Materiales y utiles para el procesamiento en equipos y biene,CONTENEDOR DE RESIDUOS EPSON T6198/PXBMB1 PARA I,1,PZ,1410.00,ADJUDICACION DIRECTA-ART 42
22B0030,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,LIMPIADOR LIQUIDO FABULOSO.,60,LT,1428.00,ADJUDICACION DIRECTA-ART 42
22B0030,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,LIMPIADOR LIQUIDO FABULOSO.,72,LT,1713.60,ADJUDICACION DIRECTA-ART 42
22B0030,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,TRAPO LIMPIO,250,KG,8500.00,ADJUDICACION DIRECTA-ART 42
22B0031,"FERRESUIN, S.A. DE C.V.",24801,Materiales complementarios,"Chapa Phillips, mod. BOLI tubular acabado Laton",3,PZ,963.00,ADJUDICACION DIRECTA-ART 42
22B0032,DISTRIBUIDORA INDUSTRIAL Y COMERCIAL,23601,Productosmetalicosyabasedemineralesnometalicosadquiridoscomo,REDONDO DE AC. DE 1/2 X6 MTS. DE LONG.,2,PZ,556.00,ADJUDICACION DIRECTA-ART 42
22B0033,DISTRIBUIDORA INDUSTRIAL Y COMERCIAL,24801,Materiales complementarios,LAMINA DE ACERO AL CARBON DE 1/8 X 4X10 PIES,5,PZ,23050.00,ADJUDICACION DIRECTA-ART 42
22B0033,DISTRIBUIDORA INDUSTRIAL Y COMERCIAL,24801,Materiales complementarios,BISAGRA TUBULAR DE 1,10,PZ,1120.00,ADJUDICACION DIRECTA-ART 42
22B0034,"FERRESUIN, S.A. DE C.V.",24601,Material electrico y electronico,PILA ALKALINA DE 1.5 V.TAMANO D,28,PZ,2240.00,ADJUDICACION DIRECTA-ART 42
22B0035,"FERRESUIN, S.A. DE C.V.",24601,Material electrico y electronico,PILA ALKALINA DE 1.5 VTAMANO AAA,60,PZ,2280.00,ADJUDICACION DIRECTA-ART 42
22B0035,"FERRESUIN, S.A. DE C.V.",24601,Material electrico y electronico,PILA ALKALINA DE 1.5 V.TAMANO D,40,PZ,3200.00,ADJUDICACION DIRECTA-ART 42
22B0035,"FERRESUIN, S.A. DE C.V.",24601,Material electrico y electronico,PILA SR 44 (EQUIV.MITUTOYO R 93882) PARA INSTRUM,50,PZ,7500.00,ADJUDICACION DIRECTA-ART 42
22B0036,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,24901,Otros materiales y articulos de construccion y reparacion,BROCHA DE 3,10,PZ,400.00,ADJUDICACION DIRECTA-ART 42
22B0036,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,24901,Otros materiales y articulos de construccion y reparacion,SELLADOR SILICON 300 MLTS. TRANSPARENTE,20,PZ,3080.00,ADJUDICACION DIRECTA-ART 42
22B0036,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,24901,Otros materiales y articulos de construccion y reparacion,PINTURA EN AEROSOL COLORNEGRO 400 MLTS.AG RACING,48,PZ,3312.00,ADJUDICACION DIRECTA-ART 42
22b0037,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,"Roldana plana ù ext 11 mm ù int 5/32"" espes 1 mm",100,PZ,195.00,ADJUDICACION DIRECTA-ART 42
22B0038,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,FLEXOMETRO POWERLOCK3/4 -5.00 MTS.,10,PZ,2010.00,ADJUDICACION DIRECTA-ART 42
22B0039,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,CANDADO DE COBINACION DE4 DIGITOS.,10,PZ,5100.00,ADJUDICACION DIRECTA-ART 42
22B0040,ABAGA GRUPO LOGISTICO S.A. DE C.V. NICOLAS SAN JUAN #1549,27201,Prendas de protecciÛn personal,GUANTE NITRILO NO ESTERIL TIPO CIRUJANO,6500,PR,84175.00,ADJUDICACION DIRECTA-ART 42
22B0040,ABAGA GRUPO LOGISTICO S.A. DE C.V. NICOLAS SAN JUAN #1549,27201,Prendas de protecciÛn personal,RESPIRADOR DESECHABLE PARA PARTICULA N95 O KN95,8600,PZ,124700.00,ADJUDICACION DIRECTA-ART 42
22B0041,IDENTIMARKET SA DE CV,21101,Materiales y utiles de oficina,"ETIQUETA ADHERIBLE EN POLIESTER PLATA MATE, SIN",10,RL,7938.48,ADJUDICACION DIRECTA-ART 42
22B0042,ABAGA GRUPO LOGISTICO S.A. DE C.V. NICOLAS SAN JUAN #1549,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"Cable para sensor de pH, Modelo 202990/02922523,",2,PZ,16224.78,ADJUDICACION DIRECTA-ART 42
22B0043,BERMEO AGUILAR OMAR,23801,Mercancias para su comercializacion en tiendas del sector p,ESTUCHE CUADRADO DE MADERA PARA CAPSULA DE 48 MM,4,PZ,620.00,ADJUDICACION DIRECTA-ART 42
22B0043,BERMEO AGUILAR OMAR,23801,Mercancias para su comercializacion en tiendas del sector p,"ESTUCHE DE MADERA BASE TIPO ""L"" P/MEDALLA  48 MM",39,PZ,5265.00,ADJUDICACION DIRECTA-ART 42
22B0043,BERMEO AGUILAR OMAR,23801,Mercancias para su comercializacion en tiendas del sector p,"ESTUCHE EN ""L"" EN MADERA DIAMETRO 38 SIN CAPSULA",60,PZ,8100.00,ADJUDICACION DIRECTA-ART 42
22B0043,BERMEO AGUILAR OMAR,23801,Mercancias para su comercializacion en tiendas del sector p,ESTUCHE DE MADERA GENêRICO DE SALUD,491,PZ,53519.00,ADJUDICACION DIRECTA-ART 42
22B0043,BERMEO AGUILAR OMAR,23801,Mercancias para su comercializacion en tiendas del sector p,ESTUCHE CUADRADO DE MADERA PARA CAPSULA DE 40 MM,4,pz,620.00,ADJUDICACION DIRECTA-ART 42
22B0044,MEJIA RAUDRY HUGO,21101,Materiales y utiles de oficina,SELLO DE GOMA DIFERENTES LEYENDAS AUTOENTINTABL,3,PZ,1530.00,ADJUDICACION DIRECTA-ART 42
22b0045,MEJIA RAUDRY HUGO,29301,"Refacciones y accesorios menores de mobiliario y equipo de administraciÛn, educ",BARRERA DE ACRILICO DE 151.5 x 120 MM ESP. 5 MM,1,PZ,2150.00,ADJUDICACION DIRECTA-ART 42
22B0046,BEBIDAS PURIFICADAS S. DE R.L. DE C.V.,22104,Productos alimenticios para el personal en las instalaciones de las dependencia,GARRAFON DE AGUA 19 LT,10000,SR,240000.00,ADJUDICACION DIRECTA-ART 42
22B0047,"SALYERI DEL CENTRO, S.A DE C.V.",21401,Materiales y utiles para el procesamiento en equipos y biene,ETIQUETA 3 X 4 COLOR BLANCO P/MPRESORA TERMICA,300,RL,47400.00,ADJUDICACION DIRECTA-ART 42
22B0049,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,CINTA DIUREX TRANSPARENT1 DE ANCHO,60,PZ,3255.60,ADJUDICACION DIRECTA-ART 42
22B0049,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,PAPEL CONTAC (MICA AUTOADHERIBL) 60 CMS.ANCHO.,2,RL,2000.00,ADJUDICACION DIRECTA-ART 42
22B0049,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,TARJETAS BRISTOL BLANCA3 X 5 (PQ. C/100 PZAS),10,PQ,124.70,ADJUDICACION DIRECTA-ART 42
22B0049,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,PEGAMENTO SOLIDO DE 40GMS. (PRITT,35,PZ,1593.90,ADJUDICACION DIRECTA-ART 42
22B0049,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,CINTA DIUREX TRANSPARENTE DE 2 DE ANCHO.,30,PZ,1189.20,ADJUDICACION DIRECTA-ART 42
22B0050,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,29101,Herramientas menores,"Torquimetro E-3/4"", 80-360Nm, 60-260ft/lb",10,PZ,246290.00,ADJUDICACION DIRECTA-ART 42
22B0051,M.I. QUIMICA PROCESOS S. DE R.L. DE,25901,Otros productos quimicos,ALCOHOL ETILICO (M.R.A.)( ENVASE DE 18-20 LTS ),20,LT,1353.00,ADJUDICACION DIRECTA-ART 42
22B0052,M.I. QUIMICA PROCESOS S. DE R.L. DE,24901,Otros materiales y articulos de construccion y reparacion,THINNER STANDARD,100,LT,1980.00,ADJUDICACION DIRECTA-ART 42
22B0053,MEJIA RAUDRY HUGO,21101,Materiales y utiles de oficina,ETIQUETA ADHERIBLE COLORAZUL P/CAJA POLIPR,250,PZ,2267.50,ADJUDICACION DIRECTA-ART 42
22B0053,MEJIA RAUDRY HUGO,21101,Materiales y utiles de oficina,ETIQUETA ADHERIBLE ENCOLOR AZUL PARA CAJA DE,100,pz,473.00,ADJUDICACION DIRECTA-ART 42
22B0053,MEJIA RAUDRY HUGO,21101,Materiales y utiles de oficina,ETIQUETA ADHERIBLE COLORAZUL P/CAJA POLIPR,200,PZ,1530.00,ADJUDICACION DIRECTA-ART 42
22B0054,PRESSENSYSTEME SCHULER-MEXIKO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"BANDA DE TRANSMISION PRINCIPAL, 90-112.844",1,PZ,62356.26,ADJUDICACION DIRECTA-ART 42
22B0055,DISTRIBUIDORA INDUSTRIAL Y COMERCIAL,24801,Materiales complementarios,PERFIL TUBULAR R-400CAL. 18,3,TR,2382.00,ADJUDICACION DIRECTA-ART 42
22B0055,DISTRIBUIDORA INDUSTRIAL Y COMERCIAL,24801,Materiales complementarios,PERFIL TUBULAR AC-125(108) CAL. 18.,4,PZ,1432.00,ADJUDICACION DIRECTA-ART 42
22B0055,DISTRIBUIDORA INDUSTRIAL Y COMERCIAL,24801,Materiales complementarios,PERFIL ESTRUCTURAL PTRDE 1 1/2X1 1/2 CAL.14,2,TR,1180.00,ADJUDICACION DIRECTA-ART 42
22B0055,DISTRIBUIDORA INDUSTRIAL Y COMERCIAL,24801,Materiales complementarios,SOLERA DE 1 1/2 X 1/86 MTS. DE LONG.,2,TR,520.00,ADJUDICACION DIRECTA-ART 42
22B0056,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,21101,Materiales y utiles de oficina,CINTA GRIS PARA DUCTOS DE 58.8 M.M. X 50 M.,25,PZ,5625.00,ADJUDICACION DIRECTA-ART 42
22B0056,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,21101,Materiales y utiles de oficina,CINTA MASKING TAPE DE2 DE ANCHO,48,PZ,4416.00,ADJUDICACION DIRECTA-ART 42
22B0056,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,21101,Materiales y utiles de oficina,CINTA DE MARCAJE DE AREAP.V.C. COLOR AMARILLO CO,10,PZ,950.00,ADJUDICACION DIRECTA-ART 42
22B0057,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,TAPETE ANTIFATIGAEUZKOLA DE 90 X 90 CM.,50,PZ,29750.00,ADJUDICACION DIRECTA-ART 42
22B0058,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,24601,Materialelectrico y electronico,CINTA DE AISLAR PLASTICANO. 33,60,PZ,6780.00,ADJUDICACION DIRECTA-ART 42
22B0060,ALS INDTECH S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Sensor optico miniaturaOptek Modelo OPB900W55Z,15,PZ,14314.20,ADJUDICACION DIRECTA-ART 42
22B0061,MARIELA ELIZABETH ALVAREZ CRUZ,29801,Refacciones y accesorios menores de maquinaria y otros equipos,AMPLIFICADOR DE FIBRA OPTICA MCA IFM MOD: OU5001,2,PZ,12860.92,ADJUDICACION DIRECTA-ART 42
22B0061,MARIELA ELIZABETH ALVAREZ CRUZ,29801,Refacciones y accesorios menores de maquinaria y otros equipos,FIBRA OPTICA MCA IFM MOD: E20055  FT-00-A-A-M6,4,PZ,7255.84,ADJUDICACION DIRECTA-ART 42
22B0063,SERVICIOS INDUSTRIALES VIKANAT SA DE,26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",Aceite LVO 100 Marca LEYBONOL Cat. L10005,2,EN,8092.22,ADJUDICACION DIRECTA-ART 42
22B0063,SERVICIOS INDUSTRIALES VIKANAT SA DE,26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",Aceite LVO 130 Marca LEYBONOL Cat. L13005,2,EN,8092.22,ADJUDICACION DIRECTA-ART 42
22B0064,ABAGA GRUPO LOGISTICO S.A. DE C.V. NICOLAS SAN JUAN #1549,29101,Herramientas menores,"MOTOTOOL MCA. DREMEL, MOD. 4000, C/6 ADITAMENTOS",1,PQ,6687.90,ADJUDICACION DIRECTA-ART 42
22B0064,ABAGA GRUPO LOGISTICO S.A. DE C.V. NICOLAS SAN JUAN #1549,29101,Herramientas menores,"ESTACION DE TRABAJO P/HERRAM. ROTATIVAS, MCA. DR",1,PZ,3570.75,ADJUDICACION DIRECTA-ART 42
22B0064,ABAGA GRUPO LOGISTICO S.A. DE C.V. NICOLAS SAN JUAN #1549,29101,Herramientas menores,PAQ. DE PULIDO CON 90 PZ P/HERRAM. ROTATIVAS DRE,1,PQ,522.00,ADJUDICACION DIRECTA-ART 42
22B0064,ABAGA GRUPO LOGISTICO S.A. DE C.V. NICOLAS SAN JUAN #1549,29101,Herramientas menores,"BROQUERO P/ACCESORIOS DE 1/32"" A 1/8"", MCA. DREM",1,PZ,492.75,ADJUDICACION DIRECTA-ART 42
22B0064,ABAGA GRUPO LOGISTICO S.A. DE C.V. NICOLAS SAN JUAN #1549,29101,Herramientas menores,JUEGO DE CEPILLOS DE ALAMBRE CERDAS DE ACERO CON,1,JG,540.00,ADJUDICACION DIRECTA-ART 42
22B0064,ABAGA GRUPO LOGISTICO S.A. DE C.V. NICOLAS SAN JUAN #1549,29101,Herramientas menores,PIEDRA DE ARKANSAS DE 60X25 MM EN CAJA DE MADERA,1,PZ,1297.35,ADJUDICACION DIRECTA-ART 42
22B0065,COSETA S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"TAPA PARA PORTAMEMBRANAS DE 4"", 3/4"" PORTILLA Y",4,PZ,2260.00,ADJUDICACION DIRECTA-ART 42
22B0065,COSETA S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Valvula de aguja reguladora de presion de acero,2,PZ,3340.00,ADJUDICACION DIRECTA-ART 42
22B0065,COSETA S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"Manometro de glicerina,conexion trasera de 1/4""",3,PZ,720.00,ADJUDICACION DIRECTA-ART 42
22B0065,COSETA S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"Portafiltro para agua de4.5"" x 10"" Transparente/",1,PZ,970.00,ADJUDICACION DIRECTA-ART 42
22B0066,POSADAS HERNANDEZ ALFREDO,23801,Mercancias para su comercializacion en tiendas del sector p,FLEJE DE ACERO PAVONADO  DE 1 1/4 CAL. 0.30,760.6,KG,57045.00,ADJUDICACION DIRECTA-ART 42
22B0066,POSADAS HERNANDEZ ALFREDO,23801,Mercancias para su comercializacion en tiendas del sector p,SELLO PARA FLEJE DE ACERO DE 1 1/4 (CJ. 1 MILLA,1,CJ,1500.00,ADJUDICACION DIRECTA-ART 42
22B0067,"FERRESUIN, S.A. DE C.V.",21101,Materiales y utiles de oficina,DISPENSADOR DE CINTA DEEMBALAJE SCOTCH OSIMILAR,5,PZ,9125.00,ADJUDICACION DIRECTA-ART 42
22B0068,MEJIA RAUDRY HUGO,21101,Materiales y utiles de oficina,RECIBO DE PAGO,6000,PZ,5220.00,ADJUDICACION DIRECTA-ART 42
22B0069,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,24901,Otros materiales y articulos de construccion y reparacion,BROCHA DE 4,10,PZ,520.00,ADJUDICACION DIRECTA-ART 42
22B0069,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,24901,Otros materiales y articulos de construccion y reparacion,BROCHA DE 5,10,PZ,519.60,ADJUDICACION DIRECTA-ART 42
22B0070,"GAS MENGUC, S.A. DE C.V.",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",GAS BUTANO LP PARA CILINDRO.,190,LT,1952.41,ADJUDICACION DIRECTA-ART 42
22B0071,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,23801,Mercancias para su comercializacion en tiendas del sector p,SELLO PARA FLEJE DE PLASTICO DE 1/2,2000,PZ,1889.98,ADJUDICACION DIRECTA-ART 42
22B0071,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,23801,Mercancias para su comercializacion en tiendas del sector p,FLEJE DE PLASTICO DE 1/2ANCHO (ROLLO 10 KGS.),1,PZ,1086.11,ADJUDICACION DIRECTA-ART 42
22B0072,EMPRESA COMERCIALIZADORA MATTROD S.A. DE C.V.,22104,Productos alimenticios para el personal en las instalaciones de las dependencia,TE DE VARIOS SABORESCAJA CON 100 PZ.,3,CJ,285.60,ADJUDICACION DIRECTA-ART 42
22B0073,"FERRESUIN, S.A. DE C.V.",24901,Otros materiales y articulos de construccion y reparacion,"PINTURA  AMARILLA ESMALTE EN AEROSOL, AG RACING",12,PZ,852.00,ADJUDICACION DIRECTA-ART 42
22B0073,"FERRESUIN, S.A. DE C.V.",24901,Otros materiales y articulos de construccion y reparacion,PINTURA EN AEROSOL COLORROJO 400 MLTS AG RACING,12,PZ,852.00,ADJUDICACION DIRECTA-ART 42
22B0074,"FERRESUIN, S.A. DE C.V.",24901,Otros materiales y articulos de construccion y reparacion,PINTURA COLOR AMARILLO TRAFICO (HULE CLORADO),12,LT,5340.00,ADJUDICACION DIRECTA-ART 42
22B0075,DRM SERVICES AND PRODUCTS SA DE CV,29401,Refacciones y accesorios para equipo de cÛmputo,MEMORIA RAM DDR3 SODIMM 1600Mhz 8GB,2,PZ,3900.00,ADJUDICACION DIRECTA-ART 42
22B0076,METALESY COBRES DE ECATEPEC SA DE CV,23601,Productosmetalicosyabasedemineralesnometalicosadquiridoscomo,ACERO REDONDO AISI S-7DE 44.5 mm. (1 3/4)ESRM,1811,KG,276720.80,ADJUDICACION DIRECTA-ART 42
22B0077,DISTRIBUIDORA INDUSTRIAL Y COMERCIAL,24801,Materiales complementarios,"PERFIL ESTRUCTURAL PTR DE 2 1/2"" x 2 1/2"" CAL.14",10,TR,10380.00,ADJUDICACION DIRECTA-ART 42
22B0078,COSETA S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Rot†metro montable en panel (PFM) de 2 - 16 GPM,4,PZ,5400.00,ADJUDICACION DIRECTA-ART 42
22B0079,SERVICIOS INDUSTRIALES VIKANAT SA DE,29101,Herramientas menores,"CORTADOR DE CORREA DE ACERO 3/4"" CALIBRE  0.035""",1,PZ,1940.50,ADJUDICACION DIRECTA-ART 42
22B0079,SERVICIOS INDUSTRIALES VIKANAT SA DE,29101,Herramientas menores,"TENSOR DE CORREA DE ACERO 3/4"", CALIBRE 0.035"",",1,PZ,9386.50,ADJUDICACION DIRECTA-ART 42
22B0080,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,MARCADOR UINIPAINT MARKER PUNTO MEDIANO P/ME,48,PZ,4747.20,ADJUDICACION DIRECTA-ART 42
22B0081,"FERRESUIN, S.A. DE C.V.",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",ACEITE CHEVRON 1000 THF,38,LT,7372.00,ADJUDICACION DIRECTA-ART 42
22B0081,"FERRESUIN, S.A. DE C.V.",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",ANTICONGELANTE,30,LT,2808.00,ADJUDICACION DIRECTA-ART 42
22B0082,VICTOR MANUEL PARDO OLGUIN,25101,Productos quimicos basicos,SOLUCION ESTANDAR pH 4.0,1,LT,210.00,ADJUDICACION DIRECTA-ART 42
22B0083,PROPERMEX S.A. DE C.V.,21601,Material de limpieza,CARTUCHO DE 2000 ML JABON DESENGRASANTE ORANGE,6,PZ,1554.00,ADJUDICACION DIRECTA-ART 42
22B0084,KENTHO QUIMICA DE MONTERREY S.A. DE C.V.,25101,Productos quimicos basicos,"COMPUESTO FLOKEN 1025, COAGULANTE CATIONICO",6000,KG,114703.60,ADJUDICACION DIRECTA-ART 42
22B0085,POSADAS HERNANDEZ ALFREDO,29801,Refacciones y accesorios menores de maquinaria y otros equipos,FLEJE DE ACERO PAVONADODE 3/4 X 0.035,2886.95,KG,216521.25,ADJUDICACION DIRECTA-ART 42
22B0086,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,LIBRO DIARIO RAYA FORMAFRANCESA 192 HOJAS.,8,PZ,1482.16,ADJUDICACION DIRECTA-ART 42
22B0086,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,MICA AUTOADHERIBLE DE102 CM. DE ANCHO X 50 MT,1,PZ,2000.00,ADJUDICACION DIRECTA-ART 42
22B0086,COMERCIALIZADORA Y PAPELERIA JFM,21101,Materiales y utiles de oficina,PAPEL IRIS TAMANO CARTAEN COLOR VERDE BANDERA,4,PQ,1100.00,ADJUDICACION DIRECTA-ART 42
22B0087,HECTOR REYES FORTANELLI,25401,"Materiales, accesorios y suministros medicos",TIRAS DE PRUEBAREACTIVAS PARA DISPOSITI,6,CJ,2700.00,ADJUDICACION DIRECTA-ART 42
22B0087,HECTOR REYES FORTANELLI,25401,"Materiales, accesorios y suministros medicos",LANCETAS PARA EL DISPOSITIVO DE PUNCION,3,CJ,840.00,ADJUDICACION DIRECTA-ART 42
22B0088,SERVICIO INDUSTRIAL S.A DE C.V.,23601,Productosmetalicosyabasedemineralesnometalicosadquiridoscomo,ACERO REDONDO AISI S-7DE 44.5 mm. (1 3/4)ESRM,1022,KG,199172.98,ADJUDICACION DIRECTA-ART 42
22B0089,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,29101,Herramientas menores,EMPLAYADORA MANUAL AJUSTBLE DISPENSADOR DE PLAYO,2,PZ,7652.00,ADJUDICACION DIRECTA-ART 42
22B0089,SUMINISTRO INDUSTRIAL FERRETERO HERRHERRAMIENTAS Y SERVICIOS ALONSO S.A.,29101,Herramientas menores,"CARRITO UTILITARIO ANGOSTO 40x18x33"" MCA ULINE",2,PZ,10684.00,ADJUDICACION DIRECTA-ART 42
22B0090,PRESSENSYSTEME SCHULER-MEXIKO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"CLAMP P/GUIA RAMPA MRV150 06,11,15 MRV200 MCA SC",10,pz,12874.88,ADJUDICACION DIRECTA-ART 42
